%
@relation 'MegaSena'
@attribute Concurso real
@attribute DataSorteio real
@attribute 1Dezena real
@attribute 2Dezena real
@attribute 3Dezena real
@attribute 4Dezena real
@attribute 5Dezena real
@attribute 6Dezena real
@attribute ArrecadacaoTotal real
@attribute GanhadoresSena real
@attribute RateioSena real
@attribute GanhadoresQuina real
@attribute RateioQuina real
@attribute GanhadoresQuadra real
@attribute RateioQuadra real
@attribute Acumulado {SIM, NAO}
@attribute ValorAcumulado real
@attribute EstimativaPremio real
@attribute AcumuladoMegadaVirada real
@data
788,09082006,31,57,17,19,29,44,0,0,0,62,10763.88,3247,204.75,SIM,3206981.50,0,0
789,12082006,60,39,31,38,6,50,0,0,0,13,62482.48,1808,447.56,SIM,9027559.48,0,0
790,16082006,22,2,19,28,43,6,0,0,0,71,11717.34,5884,140.86,SIM,10483439.10,0,0
791,19082006,42,35,19,9,14,58,0,1,12212213.94,114,8665.54,5756,170.97,NAO,0,0,0
792,23082006,43,56,9,45,29,34,0,0,0,32,15844.65,1949,259.17,SIM,887300.41,0,0
793,26082006,3,51,33,15,16,57,0,0,0,62,10387.12,3629,176.79,SIM,2014302.06,0,0
794,30082006,56,47,55,38,42,3,0,0,0,15,37006.71,1730,319.66,SIM,7393144.45,0,0
795,02092006,14,36,21,29,26,48,0,0,0,76,11029.20,4389,190.27,SIM,8860028.16,0,0
796,06092006,19,24,43,34,39,5,0,0,0,80,9974.90,4883,162.81,SIM,10256514.12,0,0
797,09092006,58,48,52,47,12,6,0,0,0,66,12566.42,3447,239.7,SIM,11707935.01,0,0
798,13092006,32,9,4,52,29,3,0,0,0,48,19610.77,4104,228.5,SIM,13355239.88,0,0
799,16092006,29,35,19,57,42,55,0,0,0,56,19330.65,4675,230.69,SIM,20861429.08,0,0
800,20092006,1,7,56,11,37,38,0,0,0,44,26411.64,4497,257.44,SIM,22895125.15,0,0
801,23092006,20,22,11,19,48,42,0,0,0,73,19406.93,5791,243.72,SIM,25374360.34,0,0
802,27092006,14,24,60,6,18,48,0,0,0,117,12287.80,8216,174.32,SIM,27890287.63,0,0
803,30092006,10,57,28,3,5,21,0,0,0,193,8993.04,12055,143.44,SIM,30927687.90,0,0
804,04102006,13,59,37,56,3,47,0,1,34172202.25,134,13835.88,9937,185.88,NAO,0,0,0
805,07102006,30,2,48,60,43,36,0,0,0,62,14428.43,3489,255.42,SIM,11073179.39,0,0
806,12102006,60,41,47,26,35,18,0,0,0,50,18518.81,3179,290.17,SIM,12693574.74,0,0
807,14102006,8,27,2,32,56,49,0,0,0,130,7262.48,6188,152.01,SIM,14345789.99,0,0
808,18102006,15,21,31,46,2,57,0,0,0,44,24446.08,3844,278.76,SIM,16228138.27,0,0
809,21102006,25,23,11,5,30,15,0,0,0,121,8582.38,7669,134.9,SIM,24143857.18,0,0
810,25102006,4,33,1,48,5,37,0,0,0,75,17505.65,6450,202.79,SIM,26441472.82,30000000.00,0
811,28102006,32,57,28,41,10,47,0,2,14597902.39,89,17684.31,5508,284.67,NAO,0,0,0
812,01112006,57,39,54,11,38,13,0,0,0,57,9696.24,2116,260.21,SIM,967199.74,0,0
813,04112006,23,15,56,46,9,45,0,0,0,43,14647.97,3244,193.43,SIM,2069459.59,0,0
814,08112006,11,2,46,50,8,41,0,0,0,37,18442.44,2534,268.27,SIM,9203290.18,0,0
815,11112006,57,50,9,39,37,19,0,0,0,56,17528.89,3621,270.06,SIM,10921121.58,0,0
816,16112006,21,47,40,52,30,20,0,0,0,21,39708.11,1885,440.69,SIM,12380394.81,0,0
817,18112006,34,43,29,30,10,52,0,0,0,27,34364.35,2469,374.37,SIM,14004110.17,16000000.00,0
818,22112006,44,41,22,8,9,25,0,0,0,58,16865.13,4935,197.47,SIM,15715920.16,0,0
819,25112006,51,5,58,46,25,19,0,0,0,105,11132.90,5868,198.46,SIM,23874662.70,0,0
820,29112006,17,45,32,21,10,46,0,2,13046320.38,82,15456.29,5102,247.47,NAO,0,0,0
821,02122006,4,29,38,36,33,42,0,0,0,37,17462.93,3307,194.64,SIM,1130724.80,0,0
822,06122006,4,17,41,10,27,52,0,0,0,31,19931.52,2585,238.13,SIM,2212009.51,0,0
823,09122006,15,26,59,1,54,51,0,0,0,22,35180.77,2144,359.62,SIM,3566468.83,0,0
824,13122006,33,48,6,7,20,9,0,0,0,53,14753.39,5002,155.73,SIM,10044004.79,0,0
825,16122006,28,21,40,10,41,47,0,0,0,52,19453.75,4148,242.96,SIM,11814295.88,0,0
826,19122006,45,6,8,7,53,27,0,0,0,68,9188.18,3571,174.3,SIM,12907689.09,0,0
827,21122006,24,56,30,51,42,18,0,0,0,47,21021.73,4106,239.72,SIM,14636725.67,0,0
828,23122006,23,50,53,42,28,38,0,0,0,29,40114.62,3478,333.21,SIM,16672542.56,0,0
829,31122006,32,50,14,47,10,56,0,0,0,162,18311.20,10814,273.27,SIM,30306455.18,0,0
830,03012007,53,51,2,41,13,49,0,0,0,94,24135.05,7705,293.34,SIM,34276670.77,0,0
831,06012007,3,50,48,42,32,33,0,0,0,117,31716.10,12045,306.9,SIM,40770541.92,0,0
832,10012007,17,49,15,33,39,23,0,1,52807317.17,510,13486.58,37086,184.77,NAO,0,0,0
833,13012007,53,58,57,16,46,13,0,0,0,40,19408.81,2678,288.8,SIM,1358616.66,0,0
834,17012007,44,10,17,16,51,34,0,1,2820323.56,42,19887.17,3073,270.78,NAO,0,0,0
835,20012007,58,31,57,49,33,18,0,0,0,40,28893.86,4078,282.34,SIM,20109130.83,0,0
836,24012007,28,22,38,17,52,59,0,0,0,64,20981.59,4859,275.31,SIM,22459069.62,0,0
837,27012007,16,5,24,34,6,60,0,1,25067473.09,73,20418.03,6233,238.23,NAO,0,0,0
838,31012007,9,30,47,38,23,44,0,0,0,41,16256.65,2825,235.05,SIM,1166414.58,0,0
839,03022007,11,18,8,7,37,43,0,0,0,77,11092.88,5314,160.13,SIM,9548388.11,0,0
840,07022007,43,29,35,59,31,17,0,0,0,94,11603.23,5512,197.13,SIM,11457118.69,0,0
841,10022007,36,51,32,22,38,7,0,0,0,67,18656.13,5162,241.23,SIM,13644549.97,0,0
842,14022007,51,44,60,9,7,30,0,0,0,58,21165.39,4700,260.2,SIM,15792837.51,0,0
843,17022007,34,48,1,16,45,36,0,0,0,68,19914.21,5642,239.1,SIM,18162628.75,0,0
844,24022007,54,24,44,57,34,16,0,0,0,91,18846.39,7679,222.5,SIM,29460722.37,0,0
845,28022007,40,48,19,20,14,52,0,0,0,67,26277.83,5308,330.43,SIM,32541798.04,0,0
846,03032007,47,54,2,50,3,44,0,0,0,82,24621.43,6231,322.79,SIM,36074973.92,0,0
847,07032007,42,14,44,27,15,48,0,1,40484388.84,242,10411.84,14062,178.5,NAO,0,0,0
848,10032007,56,34,17,32,47,27,0,1,1351049.04,90,8578.09,4602,167.13,NAO,0,0,0
849,14032007,8,39,9,58,44,49,0,0,0,33,20408.37,2208,303.87,SIM,10859511.56,0,0
850,17032007,60,22,59,25,44,7,0,0,0,117,9690.08,6520,173.22,SIM,12843555.94,0,0
851,21032007,16,32,35,58,19,3,0,3,4966312.44,177,6635.61,7593,154.1,NAO,0,0,0
852,24032007,14,38,6,23,44,34,0,0,0,42,16051.24,3489,192.5,SIM,1179766.12,0,0
853,28032007,51,30,59,46,38,56,0,0,0,17,43287.28,1465,500.41,SIM,2467562.79,0,0
854,31032007,17,3,24,27,44,25,0,0,0,88,10150.39,7056,126.11,SIM,9795115.03,0,0
855,04042007,42,3,24,53,43,31,0,0,0,59,16966.53,3478,286.73,SIM,11546909.14,0,0
856,07042007,11,40,41,47,15,42,0,0,0,37,25678.52,2924,323.71,SIM,13209593.04,0,0
857,11042007,17,59,49,2,3,50,0,0,0,71,17126.48,4732,256,SIM,15337557.86,0,0
858,14042007,31,37,54,23,4,18,0,2,8889537.74,185,7541.37,8821,157.56,NAO,0,0,0
859,18042007,46,47,12,57,34,9,0,0,0,35,18296.99,3275,194.8,SIM,7624012.41,0,0
860,23042007,22,8,17,42,44,2,0,0,0,111,8602.66,6853,138.82,SIM,9295079.41,0,0
861,25042007,42,40,60,59,47,39,0,1,10840760.96,34,25977.84,2296,383.23,NAO,0,0,0
862,28042007,19,35,12,2,11,8,0,1,1152211.30,99,6650.57,5632,116.46,NAO,0,0,0
863,02052007,32,53,50,57,15,24,0,0,0,25,18975.51,1454,325.04,SIM,830178.33,0,0
864,05052007,31,11,33,42,57,8,0,0,0,47,16053.56,2926,256.9,SIM,6807400.00,0,0
865,09052007,27,23,41,51,26,53,0,0,0,28,31424.15,2694,325.36,SIM,8347183.58,0,0
866,12052007,36,48,27,40,5,46,0,0,0,46,23174.32,3704,286.71,SIM,10212715.83,0,0
867,16052007,54,26,28,19,44,10,0,0,0,51,20699.48,4381,240.06,SIM,12060144.51,0,0
868,19052007,57,51,21,22,25,40,0,0,0,37,32369.99,3453,345.54,SIM,14156101.29,16000000.00,0
869,23052007,29,42,50,51,49,27,0,1,16192436.64,57,20414.39,3912,296.32,NAO,0,9000000.00,0
870,26052007,52,8,43,34,40,21,0,0,0,26,34488.20,2923,305.61,SIM,8272810.82,10000000.00,0
871,30052007,17,5,58,1,47,10,0,0,0,80,12453.39,6225,159.45,SIM,10016284.93,12000000.00,0
872,02062007,18,55,58,43,31,5,0,0,0,81,14747.74,4636,256.7,SIM,12106777.43,14000000.00,0
873,06062007,57,59,4,34,19,30,0,0,0,70,17932.61,5051,247.59,SIM,14303522.62,17000000.00,0
874,09062007,59,20,52,42,44,10,0,0,0,32,39615.01,3024,417.62,SIM,23535080.88,26000000.00,0
875,13062007,53,18,36,58,24,20,0,1,26631943.24,153,11566.24,8240,213.95,NAO,0,1500000.00,0
876,16062007,4,12,41,45,60,8,0,0,0,30,29219.33,3847,227,SIM,1534014.85,3000000.00,0
877,20062007,13,15,20,31,28,36,0,0,0,69,14440.64,4817,206.07,SIM,3277722.23,5000000.00,0
878,23062007,37,12,43,38,11,54,0,0,0,33,29970.93,3702,266.16,SIM,5008543.30,7000000.00,0
879,27062007,29,10,46,35,42,28,0,0,0,45,21995.08,3852,255.98,SIM,13767454.24,16000000.00,0
880,30062007,51,30,49,25,37,46,0,0,0,46,28154.03,4314,299.07,SIM,16033853.70,18000000.00,0
881,04072007,43,24,4,51,18,56,0,0,0,99,14336.70,6959,203.19,SIM,18517686.08,22000000.00,0
882,07072007,42,45,44,60,41,17,0,1,21492982.24,81,20989.74,6642,255,NAO,0,1300000.00,0
883,11072007,21,37,60,32,52,53,0,0,0,13,51899.42,1494,449.89,SIM,1180711.67,2500000.00,0
884,14072007,22,11,2,14,39,12,0,0,0,56,15846.82,4752,186.05,SIM,10204577.30,12000000.00,0
885,18072007,13,4,31,33,47,51,0,0,0,114,9254.88,6503,161.63,SIM,12050926.17,14000000.00,0
886,21072007,50,55,37,33,59,17,0,0,0,100,12422.33,5764,214.7,SIM,14224834.41,17000000.00,0
887,25072007,44,12,32,21,1,34,0,0,0,79,15886.22,4885,255.94,SIM,16421104.66,20000000.00,0
888,28072007,50,24,40,54,52,60,0,1,18947548.96,50,28873.65,3672,391.67,NAO,0,1000000.00,0
889,01082007,34,54,20,39,60,24,0,0,0,21,30883.09,1733,372.81,SIM,8190614.89,10000000.00,0
890,04082007,9,21,22,7,17,54,0,0,0,105,10715.07,6983,160.51,SIM,10159508.19,12000000.00,0
891,08082007,15,22,19,35,34,16,0,0,0,92,13781.11,6400,197.35,SIM,12378266.60,15000000.00,0
892,11082007,1,49,52,42,19,44,0,0,0,54,28078.08,4782,315.87,SIM,15031644.65,18000000.00,0
893,15082007,56,53,51,26,18,3,0,0,0,105,14747.51,6595,233.91,SIM,17741499.79,21000000.00,0
894,18082007,37,24,44,28,20,41,0,0,0,59,31502.25,6653,278.31,SIM,30139459.45,33000000.00,0
895,22082007,2,55,41,43,57,58,0,0,0,82,29366.19,6473,370.6,SIM,34353506.77,40000000.00,0
896,25082007,31,11,41,35,22,5,0,0,0,98,31002.68,10769,281.06,SIM,39670465.09,45000000.00,0
897,29082007,21,57,46,22,7,43,0,0,0,212,18019.32,16644,228.65,SIM,46355633.71,54000000.00,0
898,01092007,4,8,3,54,45,30,0,2,27782053.83,596,8828.84,27120,193.29,NAO,0,1500000.00,0
899,05092007,58,18,54,36,53,20,0,0,0,948,951.79,3559,252.57,SIM,20867361.42,24000000.00,0
900,08092007,4,21,59,18,38,34,0,1,23334752.92,89,15842.00,6184,227.14,NAO,0,1500000.00,0
901,12092007,32,34,16,13,56,33,0,0,0,100,9381.13,5617,166.39,SIM,1641698.41,3500000.00,0
902,15092007,52,55,23,50,58,18,0,0,0,68,17237.57,3490,334.59,SIM,3692969.85,6000000.00,0
903,19092007,17,5,32,55,20,41,0,0,0,62,19346.40,4688,254.89,SIM,5792054.30,8000000.00,0
904,22092007,32,44,59,53,48,51,0,0,0,72,18874.08,4007,337.86,SIM,15768458.93,18000000.00,0
905,26092007,4,15,57,55,2,16,0,1,18405503.18,89,16931.26,6223,241.23,NAO,0,1500000.00,0
906,29092007,35,39,29,24,7,14,0,1,1583115.71,49,18461.99,4239,212.6,NAO,0,1500000.00,0
907,03102007,9,41,53,37,36,51,0,0,0,25,32080.72,2244,356.05,SIM,1403531.54,3000000.00,0
908,06102007,19,1,9,25,50,52,0,0,0,120,8660.71,6205,166.86,SIM,3222281.26,5000000.00,0
909,10102007,42,17,26,38,28,22,0,0,0,48,21301.42,4586,222.11,SIM,11605715.34,14000000.00,0
910,13102007,53,29,36,3,15,27,0,0,0,107,10618.33,6512,173.81,SIM,13593997.94,16000000.00,0
911,17102007,49,46,1,29,6,28,0,1,15981772.55,63,21657.82,5376,252.84,NAO,0,1500000.00,0
912,20102007,26,21,54,4,19,29,0,0,0,62,13412.10,4474,185.16,SIM,1455212.96,3000000.00,0
913,24102007,30,14,59,36,46,38,0,1,2915782.13,27,30911.51,2683,309.9,NAO,0,1200000.00,0
914,27102007,33,51,9,23,45,12,0,0,0,64,12406.06,4731,167.2,SIM,7590419.67,10000000.00,0
915,31102007,20,28,49,26,17,48,0,1,9448268.16,44,24127.91,3580,295.43,NAO,0,1500000.00,0
916,03112007,33,37,5,38,28,36,0,0,0,144,4648.18,3220,207.09,SIM,1171341.29,2500000.00,0
917,07112007,23,59,25,47,46,30,0,0,0,61,14133.49,3491,246.03,SIM,2680091.97,4000000.00,0
918,10112007,38,44,8,4,12,52,0,0,0,135,7591.36,6883,148.33,SIM,4473550.36,6000000.00,0
919,14112007,43,25,41,60,31,3,0,0,0,37,28441.93,3505,299.1,SIM,12153032.42,14000000.00,0
920,17112007,17,57,55,24,52,5,0,0,0,94,12657.72,6584,180.04,SIM,14235226.59,16000000.00,0
921,21112007,35,41,1,57,9,48,0,0,0,62,21395.20,4365,302.75,SIM,16556605.48,20000000.00,0
922,24112007,41,49,45,19,13,12,0,0,0,136,11821.04,8735,183.36,SIM,19370014.34,22000000.00,0
923,28112007,53,39,2,50,57,15,0,0,0,90,19370.44,6122,283.68,SIM,22420857.89,26000000.00,0
924,01122007,51,27,60,21,20,2,0,0,0,90,22081.88,7236,273.61,SIM,35717127.33,40000000.00,0
925,05122007,52,37,46,8,22,36,0,1,40628613.64,132,21261.85,10214,273.74,NAO,0,1200000.00,0
926,08122007,40,41,34,33,21,59,0,0,0,24,35599.69,2019,421.58,SIM,1495186.73,3000000.00,0
927,12122007,36,26,31,23,19,33,0,0,0,45,20517.91,3499,262.88,SIM,3110971.95,5000000.00,0
928,15122007,32,10,49,60,4,33,18230080.50,1,5077029.42,43,26127.01,4246,263.59,NAO,0,1000000.00,0
929,19122007,16,49,35,39,57,27,0,0,0,42,18094.16,3095,244.61,SIM,9414519.05,11000000.00,0
930,22122007,46,20,55,37,28,49,0,0,0,73,18344.90,5481,243.81,SIM,11758079.40,16000000.00,0
931,31122007,17,34,7,36,39,19,0,0,0,245,9393.97,14573,157.93,SIM,15785742.06,20000000.00,0
932,05012008,2,21,42,53,36,17,0,1,19685655.01,196,11370.01,10515,211.94,NAO,0,1300000.00,0
933,09012008,25,39,45,51,8,14,0,0,0,66,11712.22,3308,233.68,SIM,1352761.06,3000000.00,0
934,12012008,25,48,44,3,21,1,0,0,0,55,17289.83,5101,186.42,SIM,12508366.08,15000000.00,0
935,16012008,7,45,18,13,29,31,0,0,0,243,5396.61,10898,120.33,SIM,14803274.65,17000000.00,0
936,19012008,5,33,14,29,44,22,0,2,8699137.89,144,10297.63,9280,159.79,NAO,0,1200000.00,0
937,23012008,22,41,2,30,21,52,0,0,0,20,36413.65,1763,413.09,SIM,1274477.80,3000000.00,0
938,26012008,35,15,27,57,50,59,0,0,0,39,23406.66,3235,282.18,SIM,2871982.33,5000000.00,0
939,30012008,6,23,19,50,37,49,0,0,0,103,9216.78,5670,167.43,SIM,11264174.77,13500000.00,0
940,02022008,25,33,51,31,5,37,0,0,0,109,11635.12,6936,182.85,SIM,13483573.63,15000000.00,0
941,06022008,11,15,10,27,60,53,0,0,0,37,20206.51,3406,219.51,SIM,14791945.07,16000000.00,0
942,09022008,5,52,18,8,59,42,0,0,0,73,20890.58,5310,287.2,SIM,17460716.85,20000000.00,0
943,13022008,47,41,58,3,23,12,0,1,20498366.41,116,14963.79,7783,223.02,NAO,0,1100000.00,0
944,16022008,16,58,43,37,52,59,0,0,0,21,38432.28,2669,302.39,SIM,9017085.00,11000000.00,0
945,20022008,44,8,59,54,4,27,0,0,0,118,9974.16,6615,177.92,SIM,11076748.93,13000000.00,0
946,23022008,59,1,47,5,52,12,0,0,0,92,15029.80,6373,216.97,SIM,13496546.46,16000000.00,0
947,27022008,33,11,3,58,14,5,0,1,16035424.27,95,15271.45,8955,162.01,NAO,0,1500000.00,0
948,01032008,22,44,41,46,52,54,0,0,0,30,27177.27,2141,380.81,SIM,1426806.41,3000000.00,0
949,05032008,44,1,51,52,41,23,0,0,0,28,31580.90,2679,330.08,SIM,10111849.01,12000000.00,0
950,08032008,48,59,49,41,42,23,0,0,0,43,30111.09,3953,327.54,SIM,12377708.64,15000000.00,0
951,12032008,49,24,39,34,55,14,0,0,0,41,33969.92,3894,357.67,SIM,14815050.33,17000000.00,0
952,15032008,54,11,27,18,2,30,0,0,0,132,11947.28,7126,221.31,SIM,17574870.51,20000000.00,0
953,19032008,55,48,1,39,16,42,0,1,20509951.37,71,23622.38,5055,331.79,NAO,0,1200000.00,0
954,22032008,8,5,24,18,57,33,0,0,0,81,7848.36,5213,121.95,SIM,9334367.34,11000000.00,0
955,26032008,35,5,32,21,33,12,0,2,5678963.92,90,12848.01,6180,187.11,NAO,0,1200000.00,0
956,29032008,46,51,47,59,54,57,0,1,1385109.95,38,20828.72,2468,320.7,NAO,0,1300000.00,0
957,02042008,50,32,25,34,57,24,0,0,0,24,30247.28,2210,328.48,SIM,1270385.50,2500000.00,0
958,05042008,13,22,7,33,51,48,0,3,978205.14,269,3535.28,8718,109.09,NAO,0,1300000.00,0
959,09042008,57,3,5,11,33,39,0,0,0,138,5376.40,7139,103.93,SIM,6756745.86,8500000.00,0
960,12042008,34,6,33,18,53,19,0,0,0,73,15299.06,4852,230.18,SIM,8711201.48,11000000.00,0
961,16042008,16,53,2,4,21,36,0,0,0,81,15330.15,7193,172.63,SIM,10884250.08,13000000.00,0
962,19042008,2,48,49,40,55,11,0,1,13272508.39,41,33285.83,3554,384,NAO,0,1200000.00,0
963,23042008,37,17,15,50,48,59,0,0,0,30,20269.81,2644,229.99,SIM,1064165.04,2300000.00,0
964,26042008,42,13,33,20,8,26,0,0,0,125,7097.23,6128,144.77,SIM,9139860.10,11000000.00,0
965,30042008,36,39,57,58,5,30,0,0,0,61,18625.79,3934,288.81,SIM,11128162.61,13000000.00,0
966,03052008,1,58,26,28,4,41,0,0,0,55,21206.52,4397,265.26,SIM,13169290.24,15000000.00,0
967,07052008,18,14,57,30,13,5,0,0,0,91,15768.06,7445,192.74,SIM,15680353.75,18000000.00,0
968,10052008,30,4,13,60,51,1,0,0,0,124,13308.65,9572,172.41,SIM,18568330.65,22000000.00,0
969,14052008,56,35,50,13,41,25,0,1,21823614.22,82,22684.90,6898,269.67,NAO,0,11000000.00,0
970,17052008,57,34,5,54,28,21,0,3,3712467.76,108,10992.48,6144,193.23,NAO,0,1300000.00,0
971,21052008,4,14,33,44,11,45,0,0,0,66,11508.75,4390,173.02,SIM,1329260.36,2700000.00,0
972,24052008,33,18,15,56,31,34,0,3,912435.75,723,1112.86,4082,197.11,NAO,0,1200000.00,0
973,28052008,53,36,8,30,1,47,0,0,0,36,19679.25,2274,311.55,SIM,1239792.94,2500000.00,0
974,31052008,45,20,38,31,16,12,0,0,0,93,10307.56,4213,227.53,SIM,8440373.33,11000000.00,0
975,04062008,33,9,37,40,41,30,0,0,0,55,25191.37,4524,306.26,SIM,10865043.23,13500000.00,0
976,07062008,28,53,38,23,14,25,0,0,0,74,21152.88,6395,244.77,SIM,13604340.57,16000000.00,0
977,11062008,17,3,9,32,7,5,0,1,16584111.63,452,3767.10,24482,69.55,NAO,0,1300000.00,0
978,14062008,42,58,12,18,16,27,0,0,0,69,13220.26,4616,197.61,SIM,1596346.74,3500000.00,0
979,18062008,28,3,39,51,31,15,0,0,0,42,23261.38,3714,263.05,SIM,11484484.11,13000000.00,0
980,21062008,35,17,59,15,36,29,0,0,0,88,16054.57,6837,206.64,SIM,13956888.71,16000000.00,0
981,25062008,8,41,53,1,58,34,0,0,0,74,20200.29,4974,300.53,SIM,16572825.97,19000000.00,0
982,28062008,12,24,8,40,43,49,0,0,0,125,14102.62,8510,207.15,SIM,19657775.24,23000000.00,0
983,02072008,38,45,40,16,32,22,0,1,24038180.79,244,10258.56,9930,252.07,NAO,0,1500000.00,0
984,05072008,46,20,4,43,47,10,0,0,0,38,26313.69,2643,378.33,SIM,11966686.94,15000000.00,0
985,09072008,4,56,18,59,46,16,0,0,0,55,26215.60,4846,297.54,SIM,14489938.27,17000000.00,0
986,12072008,32,6,31,24,15,19,0,0,0,120,15043.78,7953,226.99,SIM,17649132.28,21000000.00,0
987,16072008,47,27,13,31,34,58,0,0,0,193,10707.60,10923,189.19,SIM,21265623.87,25000000.00,0
988,19072008,48,17,46,56,60,8,0,0,0,73,31767.36,6874,337.36,SIM,25323903.99,30000000.00,0
989,23072008,38,21,27,2,29,32,0,0,0,130,23437.38,10296,295.93,SIM,44005353.43,52000000.00,0
990,26072008,29,18,2,15,10,39,0,2,26586140.51,290,18062.91,20863,251.08,NAO,0,2000000.00,0
991,30072008,8,38,60,41,15,9,0,0,0,36,26823.95,3028,318.91,SIM,1689908.71,4000000.00,0
992,02082008,6,8,4,1,25,28,0,0,0,330,3731.21,13216,93.17,SIM,3844685.43,6000000.00,0
993,06082008,26,25,42,60,5,24,0,0,0,68,18539.43,5121,246.18,SIM,6166992.80,8500000.00,331758.21
994,09082008,44,40,58,29,3,20,0,0,0,47,31786.28,3838,389.25,SIM,21402602.80,25000000.00,724904.25
995,13082008,4,54,55,36,16,31,0,0,0,76,24991.48,6790,279.73,SIM,24901410.33,30000000.00,1224733.92
996,16082008,21,23,20,7,29,15,0,2,14458257.67,165,13209.87,11901,183.15,NAO,0,1500000.00,1798320.37
997,20082008,18,53,55,32,9,17,0,0,0,40,22382.42,3203,279.52,SIM,1649230.73,3600000.00,2033924.78
998,23082008,28,21,4,32,3,22,0,0,0,40,27708.98,4526,244.89,SIM,3690945.05,6000000.00,2325598.27
999,27082008,44,36,55,58,18,24,0,0,0,103,11227.56,6681,173.09,SIM,14203313.76,17000000.00,2629924.18
1000,30082008,49,58,53,39,38,29,0,0,0,41,42451.22,3771,461.55,SIM,17409498.46,21000000.00,3087950.58
1001,03092008,15,37,27,12,60,51,0,0,0,87,22084.42,7074,271.6,SIM,20948817.14,25000000.00,3593567.54
1002,06092008,3,31,7,25,40,58,0,1,24880988.57,174,12267.86,10015,213.14,NAO,0,1500000.00,4155306.33
1003,10092008,10,27,23,5,16,26,0,1,1609524.90,86,10159.79,5694,153.45,NAO,0,1500000.00,4385238.47
1004,13092008,45,47,29,40,44,43,0,0,0,34,27732.08,2419,389.79,SIM,10552054.80,13000000.00,4633367.62
1005,17092008,6,41,4,37,12,42,0,1,12989451.54,67,19748.63,5871,225.37,NAO,0,1500000.00,4981567.17
1006,20092008,48,17,4,33,55,2,0,1,1675260.09,136,6686.96,5935,153.23,NAO,0,1500000.00,5220890.05
1007,24092008,49,27,4,36,52,37,0,0,0,46,17494.40,2884,279.04,SIM,1482420.65,3500000.00,5432664.44
1008,27092008,7,15,42,48,34,13,0,0,0,159,6334.47,8123,124,SIM,3337751.69,5000000.00,5697711.74
1009,01102008,34,12,1,6,58,29,0,2,2591825.61,111,9027.57,5083,197.14,NAO,0,8000000.00,5961411.68
1010,04102008,2,46,3,37,13,54,0,0,0,61,18487.52,4679,241.02,SIM,7920807.17,10000000.00,6258185.06
1011,08102008,30,2,52,21,11,35,0,0,0,113,10999.46,3889,319.6,SIM,10210432.01,12500000.00,6585274.33
1012,11102008,47,19,58,14,40,55,0,0,0,43,34250.51,3755,392.21,SIM,12923432.48,16000000.00,6972845.83
1013,15102008,7,9,20,41,12,19,0,1,15668367.92,178,8371.40,10125,147.17,NAO,0,1600000.00,7364979.48
1014,18102008,60,57,9,25,8,41,0,0,0,65,13760.77,3861,231.66,SIM,8859049.04,11000000.00,7600361.16
1015,22102008,49,8,28,3,26,17,0,0,0,110,11111.50,8105,150.81,SIM,11110589.81,14000000.00,7922009.86
1016,25102008,11,9,25,5,60,20,0,1,13814409.97,174,8435.56,9476,154.89,NAO,0,1600000.00,8308269.91
1017,29102008,31,51,19,6,56,34,0,0,0,36,21980.86,2885,274.29,SIM,1457677.69,3000000.00,8516509.59
1018,01112008,55,51,58,9,44,24,0,0,0,35,29464.79,4170,247.31,SIM,3357381.15,5000000.00,8787895.81
1019,05112008,29,47,4,13,46,23,0,0,0,77,14084.12,6124,177.09,SIM,11835965.99,15000000.00,9073284.66
1020,08112008,19,32,52,1,2,39,0,0,0,56,27920.81,4646,336.54,SIM,14716218.54,18000000.00,9484749.33
1021,12112008,42,55,51,43,2,33,0,1,17819642.97,46,36624.26,4247,396.69,NAO,0,1500000.00,9928095.69
1022,16112008,31,21,40,39,56,5,0,0,0,21,31512.19,1505,439.7,SIM,1219024.12,3000000.00,10102242.01
1023,19112008,45,40,2,7,18,8,0,0,0,65,14980.07,4937,197.23,SIM,3012691.11,5000000.00,10358480.18
1024,22112008,28,53,18,39,22,29,0,0,0,23,48677.51,2722,411.31,SIM,12026299.10,15000000.00,10653107.22
1025,26112008,52,40,29,27,28,10,0,0,0,34,44097.09,3705,404.67,SIM,14788169.28,18000000.00,11047660.11
1026,29112008,10,33,51,53,6,17,0,0,0,92,19600.34,7192,250.73,SIM,18109910.47,22000000.00,11522194.58
1027,03122008,20,18,47,44,60,33,0,0,0,112,19031.09,6992,304.85,SIM,22036323.69,26000000.00,12083110.77
1028,06122008,54,26,34,51,20,52,0,0,0,66,39415.99,5453,477.07,SIM,26828477.85,32000000.00,12767704.24
1029,10122008,17,5,16,24,20,32,0,1,32271347.11,262,11277.48,17979,164.34,NAO,0,15000000.00,13545257.02
1030,13122008,57,8,54,1,23,37,0,0,0,123,12938.02,7495,212.33,SIM,15656941.29,19000000.00,13964040.25
1031,17122008,49,33,24,40,46,43,0,1,19067463.74,59,31380.11,5508,336.14,NAO,0,1600000.00,14451257.75
1032,20122008,57,43,15,29,26,16,0,0,0,49,22063.82,3682,293.63,SIM,1991549.91,4000000.00,14735764.89
1033,24122008,39,6,5,33,54,17,0,0,0,83,13662.29,6445,175.95,SIM,4080441.78,6000000.00,15034178.04
1034,27122008,20,42,1,3,49,18,0,0,0,61,19548.37,4635,257.27,SIM,29557027.04,35000000.00,29557027.04
